NPs,coresize,hydrosize,surfcharge,surfarea,Ec,Expotime,dosage,e,NOxygen,class
ZnO,45.3,310,32.7,21.3,-3.89,12,100,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,72,12.5,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,35,1.65,1,Toxic
CuO,100,273.4,-11.7,20,-3.89,24,40,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,30,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,72,50,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,80,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,12,25,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,50,1.65,1,Toxic
CuO,100,273.4,-11.7,20,-3.89,24,35,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,100,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,24,25,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,80,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,24,25,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,35,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,6,80,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,80,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,72,50,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,100,1.9,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,30,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,80,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,72,50,1.65,1,Toxic
TiO2,115,500,-9,14.5,-3.89,24,30,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,80,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,12,100,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,35,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,24,50,1.65,1,Toxic
ZnO,125,1054,-40.8,38,-4.16,72,50,1.54,2,Toxic
ZnO,86,687,31.3,7,-3.89,24,50,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,24,50,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,35,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,30,1.65,1,Toxic
TiO2,46.3,239,42.8,24.1,-5.17,24,20,1.9,1,Toxic
ZnO,60,329,-9.3,7.34,-3.89,24,40,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,80,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,12,50,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,100,1.9,1,Toxic
ZnO,32,1093,21.6,37,-3.89,72,12.5,1.65,1,Toxic
CuO,100,273.4,-11.7,20,-3.89,48,40,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,25,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,100,1.65,1,Toxic
ZnO,60,936,-2.4,7.34,-3.89,24,20,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,72,25,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,24,12.5,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,24,12.5,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,100,1.9,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,24,100,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,72,12.5,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,12,50,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,12,20,1.9,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,100,1.9,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,80,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,30,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,50,1.65,1,Toxic
CuO,115,500,-9,14.5,-3.89,24,30,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,12,100,1.9,1,Toxic
TiO2,46.3,239,42.8,24.1,-5.17,24,50,1.9,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,35,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,24,25,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,72,25,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,72,50,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,24,25,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,100,1.9,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,50,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,24,100,1.65,1,Toxic
CuO,86,687,31.3,7,-3.89,72,25,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,30,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,25,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,100,1.9,1,Toxic
ZnO,32,1093,21.6,37,-3.89,24,50,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,72,12.5,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,72,25,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,24,20,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,12.5,1.65,1,Toxic
ZnO,60,936,-2.4,7.34,-3.89,24,80,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,24,12.5,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,40,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,12,50,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,48,100,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,48,10,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,24,25,1.65,1,Toxic
CuO,7.5,795,27.4,90,-3.89,24,50,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
CuO,35.6,295.5,-41.6,27.9,-3.89,24,100,1.65,1,Toxic
ZnO,60,936,-2.4,7.34,-3.89,24,40,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,30,1.65,1,Toxic
ZnO,60,320,-7.5,7.34,-3.89,24,20,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,80,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,24,50,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,72,50,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,24,20,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
CuO,46.3,239,42.8,24.1,-5.17,12,100,1.9,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,24,50,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,24,50,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,100,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,10,1.9,1,Toxic
ZnO,35.6,236,-41.6,27.9,-3.89,48,100,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,12,50,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,24,12.5,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,50,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,72,50,1.65,1,Toxic
CuO,7.5,795,27.4,90,-3.89,12,50,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,24,25,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,100,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,30,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,12,50,1.9,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,100,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,12,20,1.9,1,Toxic
ZnO,32,1093,21.6,37,-3.89,72,50,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,72,12.5,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,72,12.5,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,12,50,1.9,1,Toxic
ZnO,86,687,31.3,7,-3.89,72,25,1.65,1,Toxic
ZnO,60,936,-2.4,7.34,-3.89,24,40,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,72,50,1.65,1,Toxic
CuO,60,320,-7.5,7.34,-3.89,24,20,1.65,1,Toxic
ZnO,60,329,-9.3,7.34,-3.89,24,80,1.65,1,Toxic
ZnO,60,936,-2.4,7.34,-3.89,24,20,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,12,50,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,72,25,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,50,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,25,1.65,1,Toxic
CuO,100,273.4,-11.7,20,-3.89,48,25,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,24,12.5,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,24,50,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,50,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,72,25,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,12,100,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,50,1.9,1,Toxic
ZnO,32,1093,21.6,37,-3.89,72,25,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,24,50,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,30,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,30,1.65,1,Toxic
CuO,32,1093,21.6,37,-3.89,24,50,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,48,10,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,72,50,1.65,1,Toxic
CuO,100,273.4,-11.7,20,-3.89,6,80,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,25,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,12,50,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,30,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,50,1.9,1,Toxic
ZnO,60,329,-9.3,7.34,-3.89,24,40,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,24,25,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,24,25,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,24,50,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,40,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,25,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,24,25,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,72,50,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,24,50,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,24,50,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,80,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,72,25,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,12,50,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,30,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,100,1.9,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,6,80,1.65,1,Toxic
ZnO,60,329,-9.3,7.34,-3.89,24,80,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,50,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,50,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,12,25,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,24,25,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,72,25,1.65,1,Toxic
ZnO,125,1054,-40.8,38,-4.16,72,50,1.54,2,Toxic
ZnO,115,500,-9,14.5,-3.89,24,50,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,12,100,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,12,20,1.9,1,Toxic
CuO,46.3,239,42.8,24.1,-5.17,12,50,1.9,1,Toxic
ZnO,86,687,31.3,7,-3.89,24,50,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,72,12.5,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,24,100,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,72,12.5,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,12,50,1.9,1,Toxic
CuO,100,273.4,-11.7,20,-3.89,48,40,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,12,25,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,72,50,1.65,1,Toxic
ZnO,60,936,-2.4,7.34,-3.89,24,20,1.65,1,Toxic
ZnO,60,936,-2.4,7.34,-3.89,24,20,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,6,80,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,40,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,48,100,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,100,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,6,80,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,24,50,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,72,25,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,12,50,1.65,1,Toxic
ZnO,60,329,-9.3,7.34,-3.89,24,80,1.65,1,Toxic
CuO,46.3,239,42.8,24.1,-5.17,24,100,1.9,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,100,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,40,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,12,50,1.9,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,80,1.65,1,Toxic
TiO2,46.3,239,42.8,24.1,-5.17,24,50,1.9,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,48,10,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,20,1.9,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,12,25,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,25,1.65,1,Toxic
ZnO,60,936,-2.4,7.34,-3.89,24,20,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,30,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,12,50,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,24,50,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,100,1.9,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,100,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,80,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,24,25,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,10,1.9,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,12,50,1.65,1,Toxic
CuO,86,687,31.3,7,-3.89,24,25,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,12,100,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,24,50,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,80,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,24,25,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,30,1.65,1,Toxic
CuO,100,273.4,-11.7,20,-3.89,24,25,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,50,1.65,1,Toxic
ZnO,125,1054,-40.8,38,-4.16,72,50,1.54,2,Toxic
CuO,46.3,239,42.8,24.1,-5.17,12,50,1.9,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,25,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,50,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,50,1.65,1,Toxic
CuO,86,687,31.3,7,-3.89,24,25,1.65,1,Toxic
ZnO,60,320,-7.5,7.34,-3.89,24,20,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,24,25,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,24,50,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,80,1.65,1,Toxic
ZnO,60,329,-9.3,7.34,-3.89,24,80,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,12,50,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,25,1.65,1,Toxic
ZnO,60,329,-9.3,7.34,-3.89,24,40,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,12,100,1.9,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,30,1.65,1,Toxic
ZnO,60,329,-9.3,7.34,-3.89,24,40,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,72,12.5,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,50,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,30,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,80,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,10,1.9,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,80,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,48,10,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,48,10,1.65,1,Toxic
ZnO,60,320,-7.5,7.34,-3.89,24,40,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,48,100,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,20,1.9,1,Toxic
ZnO,52,640,29.4,15,-3.89,24,25,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,3,80,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,50,1.9,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,25,1.65,1,Toxic
ZnO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,100,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,125,1054,-40.8,38,-4.16,72,50,1.54,2,Toxic
CuO,46.3,239,42.8,24.1,-5.17,12,20,1.9,1,Toxic
ZnO,60,936,-2.4,7.34,-3.89,24,20,1.65,1,Toxic
CuO,32,1093,21.6,37,-3.89,72,50,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,10,1.9,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,12,25,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,10,1.9,1,Toxic
ZnO,32,1093,21.6,37,-3.89,24,50,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,50,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,50,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,24,25,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,24,40,1.65,1,Toxic
ZnO,52,640,29.4,15,-3.89,24,12.5,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,12,100,1.9,1,Toxic
ZnO,52,640,29.4,15,-3.89,72,50,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,12,50,1.9,1,Toxic
CuO,60,320,-7.5,7.34,-3.89,24,40,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,40,1.65,1,Toxic
ZnO,100,273.4,-11.7,20,-3.89,48,35,1.65,1,Toxic
ZnO,60,936,-2.4,7.34,-3.89,24,20,1.65,1,Toxic
CuO,32,1093,21.6,37,-3.89,12,50,1.65,1,Toxic
ZnO,60,320,-7.5,7.34,-3.89,24,80,1.65,1,Toxic
ZnO,86,687,31.3,7,-3.89,24,12.5,1.65,1,Toxic
ZnO,7.5,795,27.4,90,-3.89,12,25,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,100,1.65,1,Toxic
ZnO,60,320,-7.5,7.34,-3.89,24,80,1.65,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,48,100,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,30,1.65,1,Toxic
ZnO,115,500,-9,14.5,-3.89,24,50,1.65,1,Toxic
CuO,115,360,-10,14.4,-3.89,24,50,1.65,1,Toxic
ZnO,45.3,310,32.7,21.3,-3.89,24,20,1.65,1,Toxic
ZnO,32,1093,21.6,37,-3.89,24,25,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,12,100,1.9,1,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.89,24,10,1.65,1,Toxic
ZnO,46.3,239,42.8,24.1,-5.17,24,100,1.9,1,Toxic
